feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Methanobrevibacter.s__Methanobrevibacter_smithii	Diagnosis	IPF	-0.0720585979117696	0.472225322176674	19	5	0.880515192534406	0.949929989751619
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Blautia.s__Blautia_wexlerae	Diagnosis	IPF	0.168293370903799	1.07743795242612	19	7	0.877717036008683	0.949929989751619
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_intestinalis	Diagnosis	IPF	-0.0959433062786844	0.607722713605088	19	4	0.876416563385548	0.949929989751619
PWY.7977..L.methionine.biosynthesis.IV.g__Parabacteroides.s__Parabacteroides_merdae	Diagnosis	IPF	0.14552169312671	0.934756631661949	19	10	0.878119913377275	0.949929989751619
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Roseburia.s__Roseburia_intestinalis	Diagnosis	IPF	0.144641437562452	0.966529511944804	19	9	0.882801603809171	0.949929989751619
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Parabacteroides.s__Parabacteroides_distasonis	Diagnosis	IPF	-0.142073574365022	0.937202033890041	19	10	0.881292143597493	0.949929989751619
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_longum	Diagnosis	IPF	-0.127911280501443	0.797030925121489	19	10	0.87439084250016	0.949929989751619
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate..unclassified	Diagnosis	IPF	-0.0894237233792616	0.653811912337261	19	18	0.892817067531799	0.952507540041038
PWY.4041...gamma..glutamyl.cycle.g__Bacteroides.s__Bacteroides_dorei	Diagnosis	IPF	0.0719626652451483	0.509101799145317	19	4	0.88925323625579	0.952507540041038
PWY.5097..L.lysine.biosynthesis.VI.g__Bifidobacterium.s__Bifidobacterium_longum	Diagnosis	IPF	-0.124934911967117	0.895259445632422	19	9	0.890654234640052	0.952507540041038
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Blautia.s__Blautia_obeum	Diagnosis	IPF	0.121291624507884	0.863757165980777	19	18	0.889975963075393	0.952507540041038
PWY.7977..L.methionine.biosynthesis.IV.g__Coprococcus.s__Coprococcus_comes	Diagnosis	IPF	0.113262452394946	0.783242991351893	19	13	0.88672167891169	0.952507540041038
PWY.7977..L.methionine.biosynthesis.IV.g__Lachnospira.s__Lachnospira_pectinoschiza	Diagnosis	IPF	-0.17814492185899	1.2908891576024	19	6	0.891860485164646	0.952507540041038
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Coprobacillus.s__Coprobacillus_cateniformis	Diagnosis	IPF	-0.0232415406171597	0.176671244454312	19	2	0.896882642818512	0.955485770048131
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.0897673601064863	0.74368210883146	19	5	0.905338595162905	0.959703171949378
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.101762661979373	0.857269469584563	19	5	0.90690002784766	0.959703171949378
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.0826006946337644	0.667890519949609	19	3	0.90302387757624	0.959703171949378
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_cellulosilyticus	Diagnosis	IPF	-0.0831906544365096	0.709009021182736	19	8	0.907970728257222	0.959703171949378
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	Diagnosis	IPF	-0.0726644517275111	0.61293724199373	19	10	0.907020492741978	0.959703171949378
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.0927587000167488	0.795315659130673	19	14	0.908519002778745	0.959703171949378
ANAEROFRUCAT.PWY..homolactic.fermentation.unclassified	Diagnosis	IPF	-0.0572278663287541	0.56808313804859	19	18	0.92093657332096	0.96274122774495
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_stercoris	Diagnosis	IPF	-0.0496105188937526	0.482216903866385	19	3	0.919262005350816	0.96274122774495
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Butyricimonas.s__Butyricimonas_synergistica	Diagnosis	IPF	-0.0596906755368073	0.55951610483919	19	5	0.916289571188182	0.96274122774495
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	-0.0716411974143953	0.683711525174024	19	6	0.91777453655969	0.96274122774495
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Coprococcus.s__Coprococcus_comes	Diagnosis	IPF	-0.101260235388121	1.01454960034505	19	12	0.921664268694498	0.96274122774495
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	-0.0671313149031075	0.655073755395278	19	15	0.919575591923998	0.96274122774495
PWY.822..fructan.biosynthesis.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	0.0636710240859803	0.631548706980271	19	6	0.920874995384225	0.96274122774495
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_intestinalis	Diagnosis	IPF	0.0513818285650333	0.491171405085597	19	4	0.917908984129873	0.96274122774495
PWY.5097..L.lysine.biosynthesis.VI.g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.082605628027924	0.871899227553971	19	16	0.925627392790297	0.96395541717515
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.076537906618798	0.819516782084877	19	5	0.926682474377711	0.96395541717515
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.0625909338852068	0.650375938269219	19	4	0.924456906045723	0.96395541717515
PWY.4041...gamma..glutamyl.cycle.g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-0.0989987587594826	1.1483836953555	19	5	0.932309053378731	0.967125574044327
PWY.5097..L.lysine.biosynthesis.VI.g__Coprococcus.s__Coprococcus_comes	Diagnosis	IPF	0.0605350062393853	0.692539312627027	19	13	0.931366834859989	0.967125574044327
PWY.5097..L.lysine.biosynthesis.VI.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	Diagnosis	IPF	-0.0560480911303241	0.725348282044202	19	3	0.939310448611067	0.973042591793232
PWY.6897..thiamine.diphosphate.salvage.II.g__Eubacterium.s__Eubacterium_hallii	Diagnosis	IPF	-0.0490609772961644	0.682323421551263	19	8	0.943518410307572	0.976053527904385
PWY.702..L.methionine.biosynthesis.II.g__Bifidobacterium.s__Bifidobacterium_animalis	Diagnosis	IPF	-0.0113401232090224	0.166723813876795	19	2	0.946565375532555	0.977617483591367
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.0305740414192807	0.458719098700566	19	6	0.947637214094565	0.977617483591367
PWY.2941..L.lysine.biosynthesis.II.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.0581530364450567	0.970040087047858	19	6	0.952895281718763	0.979002001765852
PWY.5097..L.lysine.biosynthesis.VI.g__Eggerthella.s__Eggerthella_sp_CAG_209	Diagnosis	IPF	0.00917314014683188	0.150506980402829	19	2	0.952111213673744	0.979002001765852
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle..unclassified	Diagnosis	IPF	0.0253982027568192	0.40160766390907	19	18	0.950311987181972	0.979002001765852
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	0.0440402109437983	0.801894907172321	19	9	0.956842341067432	0.981712388236079
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.0390482639985034	0.773734649204125	19	16	0.960338277038552	0.982610788238627
PWY.4041...gamma..glutamyl.cycle.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.046910569087012	0.902874499030488	19	6	0.959168670782109	0.982610788238627
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Porphyromonas.s__Porphyromonas_sp_31_2	Diagnosis	IPF	0.0073734546074791	0.15187511261639	19	2	0.961844176007105	0.98281080654677
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_intestinalis	Diagnosis	IPF	0.0290414131267649	0.627864588261386	19	4	0.963646614317591	0.983312871752644
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.0282624637965359	0.660151973453783	19	6	0.966350184283151	0.984731845397232
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Sutterella.s__Sutterella_wadsworthensis	Diagnosis	IPF	-0.0308124923818427	0.792939965830551	19	6	0.969455863123498	0.985219373092986
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Bifidobacterium.s__Bifidobacterium_longum	Diagnosis	IPF	0.0395201972912979	0.983760095913699	19	8	0.968423551615606	0.985219373092986
PWY.5097..L.lysine.biosynthesis.VI.g__Asaccharobacter.s__Asaccharobacter_celatus	Diagnosis	IPF	0.0113006562598889	0.306324641928044	19	3	0.971001570024879	0.985454908685601
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.0264681862621675	0.943908601017207	19	16	0.977955968308791	0.986955720876532
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_goldsteinii	Diagnosis	IPF	0.0160024813896834	0.597537654133606	19	4	0.978946508191685	0.986955720876532
PWY.4041...gamma..glutamyl.cycle.g__Bifidobacterium.s__Bifidobacterium_longum	Diagnosis	IPF	0.0223895531243975	0.896948566929509	19	10	0.980376016070689	0.986955720876532
PWY.5484..glycolysis.II..from.fructose.6.phosphate..unclassified	Diagnosis	IPF	-0.0165361675067941	0.63198713628316	19	18	0.979430146261462	0.986955720876532
PWY.702..L.methionine.biosynthesis.II.unclassified	Diagnosis	IPF	0.0111679376545744	0.40841643015304	19	18	0.97850341263216	0.986955720876532
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_intestinalis	Diagnosis	IPF	0.0200054851055798	0.634700602627615	19	4	0.975222294418749	0.986955720876532
PWY.5097..L.lysine.biosynthesis.VI.g__Roseburia.s__Roseburia_inulinivorans	Diagnosis	IPF	-0.0184724254190408	0.91818768430201	19	10	0.984183205004945	0.989460326747599
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Coprococcus.s__Coprococcus_comes	Diagnosis	IPF	0.0148652577543554	0.986091395972623	19	10	0.988147910996361	0.992116376502371
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_stercoris	Diagnosis	IPF	0.0126114174628387	1.13875709445179	19	3	0.991292761256806	0.993541705701559
PWY.5097..L.lysine.biosynthesis.VI.g__Methanobrevibacter.s__Methanobrevibacter_smithii	Diagnosis	IPF	-0.00521537018559899	0.526849679975453	19	5	0.99221698342729	0.993541705701559
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	-0.0039441757499696	0.712506850686648	19	9	0.995647669048844	0.995647669048844
